comparison,problem_id,difficulty,source_passed,target_passed,transition,source_test_pass_ratio,target_test_pass_ratio,test_pass_ratio_delta
Direct_TO_Self-Plan,abc377_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc376_a,easy,False,False,FAIL_TO_FAIL,0.29411764705882354,0.35294117647058826,0.05882352941176472
Direct_TO_Self-Plan,abc375_b,easy,False,False,FAIL_TO_FAIL,0.07142857142857142,0.07142857142857142,0.0
Direct_TO_Self-Plan,abc375_a,easy,False,False,FAIL_TO_FAIL,0.5217391304347826,0.6956521739130435,0.17391304347826086
Direct_TO_Self-Plan,abc374_b,easy,True,False,PASS_TO_FAIL,1.0,0.44,-0.56
Direct_TO_Self-Plan,abc374_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc373_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc373_b,easy,False,False,FAIL_TO_FAIL,0.1,0.1,0.0
Direct_TO_Self-Plan,abc372_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc371_b,easy,False,False,FAIL_TO_FAIL,0.1875,0.0,-0.1875
Direct_TO_Self-Plan,abc371_a,easy,False,False,FAIL_TO_FAIL,0.0,0.16666666666666666,0.16666666666666666
Direct_TO_Self-Plan,abc370_a,easy,False,False,FAIL_TO_FAIL,0.75,0.75,0.0
Direct_TO_Self-Plan,abc370_b,easy,False,False,FAIL_TO_FAIL,0.0625,0.0,-0.0625
Direct_TO_Self-Plan,abc369_a,easy,False,False,FAIL_TO_FAIL,0.0,0.3333333333333333,0.3333333333333333
Direct_TO_Self-Plan,abc369_b,easy,False,False,FAIL_TO_FAIL,0.05,0.15,0.09999999999999999
Direct_TO_Self-Plan,abc368_a,easy,False,False,FAIL_TO_FAIL,0.4,0.4,0.0
Direct_TO_Self-Plan,abc368_b,easy,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc367_a,easy,False,False,FAIL_TO_FAIL,0.42857142857142855,0.5714285714285714,0.14285714285714285
Direct_TO_Self-Plan,abc367_b,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc366_b,easy,False,False,FAIL_TO_FAIL,0.1,0.1,0.0
Direct_TO_Self-Plan,abc366_a,easy,False,False,FAIL_TO_FAIL,0.8571428571428571,0.7619047619047619,-0.09523809523809523
Direct_TO_Self-Plan,abc365_b,easy,False,False,FAIL_TO_FAIL,0.26666666666666666,0.26666666666666666,0.0
Direct_TO_Self-Plan,abc365_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc364_b,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc364_a,easy,False,False,FAIL_TO_FAIL,0.631578947368421,0.10526315789473684,-0.5263157894736842
Direct_TO_Self-Plan,abc363_a,easy,True,False,PASS_TO_FAIL,1.0,0.14285714285714285,-0.8571428571428572
Direct_TO_Self-Plan,abc363_b,easy,False,False,FAIL_TO_FAIL,0.34782608695652173,0.34782608695652173,0.0
Direct_TO_Self-Plan,abc362_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc362_b,easy,True,False,PASS_TO_FAIL,1.0,0.6956521739130435,-0.30434782608695654
Direct_TO_Self-Plan,abc361_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc360_b,easy,False,False,FAIL_TO_FAIL,0.391304347826087,0.43478260869565216,0.04347826086956519
Direct_TO_Self-Plan,abc360_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc359_b,easy,False,True,FAIL_TO_PASS,0.15384615384615385,1.0,0.8461538461538461
Direct_TO_Self-Plan,abc359_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc358_b,easy,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc358_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc357_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc357_b,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc356_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc356_b,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc355_b,easy,False,False,FAIL_TO_FAIL,0.6,0.6,0.0
Direct_TO_Self-Plan,abc355_a,easy,True,False,PASS_TO_FAIL,1.0,0.5833333333333334,-0.41666666666666663
Direct_TO_Self-Plan,abc354_b,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc354_a,easy,False,False,FAIL_TO_FAIL,0.7391304347826086,0.7391304347826086,0.0
Direct_TO_Self-Plan,abc353_b,easy,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc353_a,easy,True,False,PASS_TO_FAIL,1.0,0.26666666666666666,-0.7333333333333334
Direct_TO_Self-Plan,abc352_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc352_b,easy,True,False,PASS_TO_FAIL,1.0,0.09090909090909091,-0.9090909090909091
Direct_TO_Self-Plan,abc351_a,easy,False,False,FAIL_TO_FAIL,0.0,0.08333333333333333,0.08333333333333333
Direct_TO_Self-Plan,abc351_b,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc350_a,easy,False,False,FAIL_TO_FAIL,0.8,0.0,-0.8
Direct_TO_Self-Plan,abc350_b,easy,False,False,FAIL_TO_FAIL,0.3,0.0,-0.3
Direct_TO_Self-Plan,abc349_a,easy,False,False,FAIL_TO_FAIL,0.0,0.1,0.1
Direct_TO_Self-Plan,abc349_b,easy,False,True,FAIL_TO_PASS,0.8235294117647058,1.0,0.17647058823529416
Direct_TO_Self-Plan,abc348_b,easy,True,False,PASS_TO_FAIL,1.0,0.8636363636363636,-0.13636363636363635
Direct_TO_Self-Plan,abc348_a,easy,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc400_c,medium,False,False,FAIL_TO_FAIL,0.046511627906976744,0.06976744186046512,0.023255813953488372
Direct_TO_Self-Plan,abc400_d,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc399_d,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc399_c,medium,False,False,FAIL_TO_FAIL,0.16279069767441862,0.0,-0.16279069767441862
Direct_TO_Self-Plan,arc195_a,medium,False,False,FAIL_TO_FAIL,0.813953488372093,0.09302325581395349,-0.7209302325581395
Direct_TO_Self-Plan,abc398_b,medium,False,False,FAIL_TO_FAIL,0.7954545454545454,0.7954545454545454,0.0
Direct_TO_Self-Plan,abc398_c,medium,False,False,FAIL_TO_FAIL,0.9761904761904762,0.11904761904761904,-0.8571428571428571
Direct_TO_Self-Plan,abc397_c,medium,True,False,PASS_TO_FAIL,1.0,0.0,-1.0
Direct_TO_Self-Plan,abc397_b,medium,False,False,FAIL_TO_FAIL,0.11627906976744186,0.2558139534883721,0.13953488372093026
Direct_TO_Self-Plan,arc194_a,medium,False,False,FAIL_TO_FAIL,0.18604651162790697,0.20930232558139536,0.023255813953488386
Direct_TO_Self-Plan,abc396_c,medium,False,False,FAIL_TO_FAIL,0.046511627906976744,0.11627906976744186,0.06976744186046512
Direct_TO_Self-Plan,abc396_d,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc395_c,medium,True,False,PASS_TO_FAIL,1.0,0.023255813953488372,-0.9767441860465116
Direct_TO_Self-Plan,abc394_c,medium,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc394_d,medium,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,arc192_a,medium,False,False,FAIL_TO_FAIL,0.09302325581395349,0.09302325581395349,0.0
Direct_TO_Self-Plan,abc392_d,medium,False,False,FAIL_TO_FAIL,0.023809523809523808,0.0,-0.023809523809523808
Direct_TO_Self-Plan,abc392_c,medium,False,False,FAIL_TO_FAIL,0.16666666666666666,0.16666666666666666,0.0
Direct_TO_Self-Plan,abc391_d,medium,False,False,FAIL_TO_FAIL,0.0,0.07142857142857142,0.07142857142857142
Direct_TO_Self-Plan,arc191_a,medium,False,False,FAIL_TO_FAIL,0.13953488372093023,0.3953488372093023,0.2558139534883721
Direct_TO_Self-Plan,abc390_d,medium,False,False,FAIL_TO_FAIL,0.11627906976744186,0.06976744186046512,-0.046511627906976744
Direct_TO_Self-Plan,abc390_c,medium,False,False,FAIL_TO_FAIL,0.6046511627906976,0.18604651162790697,-0.41860465116279066
Direct_TO_Self-Plan,abc389_d,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc388_d,medium,False,False,FAIL_TO_FAIL,0.06976744186046512,0.06976744186046512,0.0
Direct_TO_Self-Plan,abc388_c,medium,False,False,FAIL_TO_FAIL,0.9302325581395349,0.0,-0.9302325581395349
Direct_TO_Self-Plan,abc387_c,medium,False,False,FAIL_TO_FAIL,0.6976744186046512,0.0,-0.6976744186046512
Direct_TO_Self-Plan,abc386_c,medium,False,False,FAIL_TO_FAIL,0.8695652173913043,0.8695652173913043,0.0
Direct_TO_Self-Plan,abc385_c,medium,False,False,FAIL_TO_FAIL,0.627906976744186,0.627906976744186,0.0
Direct_TO_Self-Plan,abc384_d,medium,False,False,FAIL_TO_FAIL,0.8181818181818182,0.8181818181818182,0.0
Direct_TO_Self-Plan,abc384_c,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,arc189_a,medium,False,False,FAIL_TO_FAIL,0.0,0.023809523809523808,0.023809523809523808
Direct_TO_Self-Plan,abc383_c,medium,False,False,FAIL_TO_FAIL,0.3488372093023256,0.37209302325581395,0.023255813953488358
Direct_TO_Self-Plan,abc383_b,medium,False,False,FAIL_TO_FAIL,0.27906976744186046,0.4883720930232558,0.20930232558139533
Direct_TO_Self-Plan,abc383_d,medium,False,False,FAIL_TO_FAIL,0.40476190476190477,0.0,-0.40476190476190477
Direct_TO_Self-Plan,abc382_c,medium,True,False,PASS_TO_FAIL,1.0,0.0,-1.0
Direct_TO_Self-Plan,abc381_c,medium,False,False,FAIL_TO_FAIL,0.046511627906976744,0.3488372093023256,0.3023255813953488
Direct_TO_Self-Plan,abc380_c,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc380_d,medium,False,False,FAIL_TO_FAIL,0.046511627906976744,0.11627906976744186,0.06976744186046512
Direct_TO_Self-Plan,abc379_c,medium,False,False,FAIL_TO_FAIL,0.5476190476190477,0.9285714285714286,0.38095238095238093
Direct_TO_Self-Plan,abc379_d,medium,False,False,FAIL_TO_FAIL,0.09523809523809523,0.0,-0.09523809523809523
Direct_TO_Self-Plan,abc378_c,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc377_c,medium,False,False,FAIL_TO_FAIL,0.5142857142857142,0.0,-0.5142857142857142
Direct_TO_Self-Plan,abc377_d,medium,False,False,FAIL_TO_FAIL,0.0,0.03125,0.03125
Direct_TO_Self-Plan,abc376_b,medium,False,False,FAIL_TO_FAIL,0.2916666666666667,0.0,-0.2916666666666667
Direct_TO_Self-Plan,abc376_d,medium,False,False,FAIL_TO_FAIL,0.0,0.20512820512820512,0.20512820512820512
Direct_TO_Self-Plan,abc376_c,medium,False,False,FAIL_TO_FAIL,0.06666666666666667,0.3,0.23333333333333334
Direct_TO_Self-Plan,abc375_c,medium,False,False,FAIL_TO_FAIL,0.0,0.1111111111111111,0.1111111111111111
Direct_TO_Self-Plan,abc375_d,medium,False,False,FAIL_TO_FAIL,0.058823529411764705,0.0,-0.058823529411764705
Direct_TO_Self-Plan,abc374_c,medium,False,False,FAIL_TO_FAIL,0.0,0.13333333333333333,0.13333333333333333
Direct_TO_Self-Plan,abc374_d,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc373_c,medium,False,False,FAIL_TO_FAIL,0.15,0.25,0.1
Direct_TO_Self-Plan,abc372_c,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc372_d,medium,False,False,FAIL_TO_FAIL,0.03571428571428571,0.07142857142857142,0.03571428571428571
Direct_TO_Self-Plan,abc371_d,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc371_c,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc370_c,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc370_d,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc369_d,medium,False,False,FAIL_TO_FAIL,0.14814814814814814,0.14814814814814814,0.0
Direct_TO_Self-Plan,abc369_c,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,arc183_a,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc368_c,medium,False,False,FAIL_TO_FAIL,0.047619047619047616,0.23809523809523808,0.19047619047619047
Direct_TO_Self-Plan,abc367_d,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc367_c,medium,False,False,FAIL_TO_FAIL,0.19047619047619047,0.19047619047619047,0.0
Direct_TO_Self-Plan,abc366_d,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc366_c,medium,True,False,PASS_TO_FAIL,1.0,0.45,-0.55
Direct_TO_Self-Plan,arc181_a,medium,False,False,FAIL_TO_FAIL,0.0,0.15789473684210525,0.15789473684210525
Direct_TO_Self-Plan,abc365_d,medium,False,False,FAIL_TO_FAIL,0.2608695652173913,0.0,-0.2608695652173913
Direct_TO_Self-Plan,abc365_c,medium,False,True,FAIL_TO_PASS,0.0,1.0,1.0
Direct_TO_Self-Plan,abc364_c,medium,False,False,FAIL_TO_FAIL,0.43478260869565216,0.21739130434782608,-0.21739130434782608
Direct_TO_Self-Plan,abc363_c,medium,True,False,PASS_TO_FAIL,1.0,0.03225806451612903,-0.967741935483871
Direct_TO_Self-Plan,abc363_d,medium,False,False,FAIL_TO_FAIL,0.0,0.05,0.05
Direct_TO_Self-Plan,abc362_c,medium,False,False,FAIL_TO_FAIL,0.12903225806451613,0.06451612903225806,-0.06451612903225806
Direct_TO_Self-Plan,abc361_b,medium,True,True,PASS_TO_PASS,1.0,1.0,0.0
Direct_TO_Self-Plan,abc361_c,medium,False,False,FAIL_TO_FAIL,0.41935483870967744,0.0967741935483871,-0.32258064516129037
Direct_TO_Self-Plan,abc360_c,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc360_d,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc359_c,medium,False,False,FAIL_TO_FAIL,0.3548387096774194,0.0,-0.3548387096774194
Direct_TO_Self-Plan,abc358_c,medium,False,False,FAIL_TO_FAIL,0.2608695652173913,0.391304347826087,0.13043478260869568
Direct_TO_Self-Plan,abc358_d,medium,False,False,FAIL_TO_FAIL,0.21739130434782608,0.2608695652173913,0.043478260869565216
Direct_TO_Self-Plan,abc357_c,medium,False,False,FAIL_TO_FAIL,0.1111111111111111,0.0,-0.1111111111111111
Direct_TO_Self-Plan,abc357_d,medium,False,False,FAIL_TO_FAIL,0.17391304347826086,0.17391304347826086,0.0
Direct_TO_Self-Plan,abc356_d,medium,False,False,FAIL_TO_FAIL,0.16129032258064516,0.12903225806451613,-0.03225806451612903
Direct_TO_Self-Plan,abc356_c,medium,False,False,FAIL_TO_FAIL,0.0,0.45161290322580644,0.45161290322580644
Direct_TO_Self-Plan,abc355_c,medium,False,False,FAIL_TO_FAIL,0.0,0.07142857142857142,0.07142857142857142
Direct_TO_Self-Plan,abc355_d,medium,False,False,FAIL_TO_FAIL,0.045454545454545456,0.0,-0.045454545454545456
Direct_TO_Self-Plan,abc354_c,medium,False,False,FAIL_TO_FAIL,0.0,0.058823529411764705,0.058823529411764705
Direct_TO_Self-Plan,abc353_c,medium,False,False,FAIL_TO_FAIL,0.09090909090909091,0.18181818181818182,0.09090909090909091
Direct_TO_Self-Plan,abc353_d,medium,False,False,FAIL_TO_FAIL,0.0,0.13636363636363635,0.13636363636363635
Direct_TO_Self-Plan,abc352_c,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc351_c,medium,False,False,FAIL_TO_FAIL,0.0,0.1111111111111111,0.1111111111111111
Direct_TO_Self-Plan,abc350_d,medium,False,False,FAIL_TO_FAIL,0.17857142857142858,0.0,-0.17857142857142858
Direct_TO_Self-Plan,abc349_c,medium,False,False,FAIL_TO_FAIL,0.6071428571428571,0.5,-0.1071428571428571
Direct_TO_Self-Plan,abc348_c,medium,False,False,FAIL_TO_FAIL,0.5,0.0,-0.5
Direct_TO_Self-Plan,abc347_c,medium,False,False,FAIL_TO_FAIL,0.4642857142857143,0.39285714285714285,-0.07142857142857145
Direct_TO_Self-Plan,abc346_d,medium,False,False,FAIL_TO_FAIL,0.043478260869565216,0.17391304347826086,0.13043478260869565
Direct_TO_Self-Plan,abc346_c,medium,False,False,FAIL_TO_FAIL,0.22727272727272727,0.2727272727272727,0.04545454545454544
Direct_TO_Self-Plan,abc344_c,medium,False,False,FAIL_TO_FAIL,0.19047619047619047,0.09523809523809523,-0.09523809523809523
Direct_TO_Self-Plan,abc343_c,medium,False,False,FAIL_TO_FAIL,0.7333333333333333,0.4,-0.33333333333333326
Direct_TO_Self-Plan,abc343_d,medium,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc342_c,medium,False,False,FAIL_TO_FAIL,0.6666666666666666,0.2,-0.4666666666666666
Direct_TO_Self-Plan,arc196_b,hard,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,arc196_c,hard,False,False,FAIL_TO_FAIL,0.7209302325581395,0.3488372093023256,-0.3720930232558139
Direct_TO_Self-Plan,arc196_a,hard,False,False,FAIL_TO_FAIL,0.13953488372093023,0.18604651162790697,0.046511627906976744
Direct_TO_Self-Plan,arc196_d,hard,False,False,FAIL_TO_FAIL,0.023809523809523808,0.023809523809523808,0.0
Direct_TO_Self-Plan,abc400_e,hard,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc400_g,hard,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc399_e,hard,False,False,FAIL_TO_FAIL,0.5681818181818182,0.5681818181818182,0.0
Direct_TO_Self-Plan,abc399_f,hard,True,False,PASS_TO_FAIL,1.0,0.0,-1.0
Direct_TO_Self-Plan,arc195_e,hard,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,arc195_b,hard,False,False,FAIL_TO_FAIL,0.7441860465116279,0.7674418604651163,0.023255813953488413
Direct_TO_Self-Plan,arc195_c,hard,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,arc195_d,hard,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc398_f,hard,True,False,PASS_TO_FAIL,1.0,0.09302325581395349,-0.9069767441860466
Direct_TO_Self-Plan,abc398_d,hard,False,False,FAIL_TO_FAIL,0.7674418604651163,0.9069767441860465,0.13953488372093015
Direct_TO_Self-Plan,abc398_g,hard,False,False,FAIL_TO_FAIL,0.4418604651162791,0.06976744186046512,-0.37209302325581395
Direct_TO_Self-Plan,abc397_d,hard,False,False,FAIL_TO_FAIL,0.046511627906976744,0.813953488372093,0.7674418604651163
Direct_TO_Self-Plan,abc397_f,hard,False,False,FAIL_TO_FAIL,0.0,0.47619047619047616,0.47619047619047616
Direct_TO_Self-Plan,abc397_g,hard,False,False,FAIL_TO_FAIL,0.6046511627906976,0.20930232558139536,-0.39534883720930225
Direct_TO_Self-Plan,abc397_e,hard,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,arc194_c,hard,False,False,FAIL_TO_FAIL,0.11627906976744186,0.046511627906976744,-0.06976744186046512
Direct_TO_Self-Plan,arc194_b,hard,False,False,FAIL_TO_FAIL,0.13953488372093023,0.046511627906976744,-0.09302325581395349
Direct_TO_Self-Plan,arc194_e,hard,False,False,FAIL_TO_FAIL,0.9523809523809523,0.8571428571428571,-0.09523809523809523
Direct_TO_Self-Plan,arc194_d,hard,False,False,FAIL_TO_FAIL,0.11904761904761904,0.42857142857142855,0.30952380952380953
Direct_TO_Self-Plan,abc396_g,hard,False,False,FAIL_TO_FAIL,0.2222222222222222,0.08333333333333333,-0.1388888888888889
Direct_TO_Self-Plan,abc396_f,hard,False,False,FAIL_TO_FAIL,0.13953488372093023,0.13953488372093023,0.0
Direct_TO_Self-Plan,abc396_e,hard,False,False,FAIL_TO_FAIL,0.046511627906976744,0.0,-0.046511627906976744
Direct_TO_Self-Plan,abc395_f,hard,False,False,FAIL_TO_FAIL,0.045454545454545456,0.0,-0.045454545454545456
Direct_TO_Self-Plan,abc395_e,hard,False,False,FAIL_TO_FAIL,0.9318181818181818,0.0,-0.9318181818181818
Direct_TO_Self-Plan,arc193_b,hard,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,arc193_a,hard,False,False,FAIL_TO_FAIL,0.023809523809523808,0.0,-0.023809523809523808
Direct_TO_Self-Plan,arc193_d,hard,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc394_f,hard,False,False,FAIL_TO_FAIL,0.0,0.3488372093023256,0.3488372093023256
Direct_TO_Self-Plan,abc394_g,hard,False,False,FAIL_TO_FAIL,0.0,0.0,0.0
Direct_TO_Self-Plan,abc394_e,hard,False,False,FAIL_TO_FAIL,0.07142857142857142,0.07142857142857142,0.0
Direct_TO_Self-Plan,abc393_f,hard,False,False,FAIL_TO_FAIL,0.023809523809523808,0.023809523809523808,0.0
Direct_TO_Self-Plan,abc393_e,hard,False,False,FAIL_TO_FAIL,0.0,0.13953488372093023,0.13953488372093023
